(175, 74014)
(147, 67247)
(288, 14905)
(260, 14793)
(276, 12371)
(262, 11948)
(246, 11771)
(244, 9233)
(272, 9027)
(201, 8914)
(375, 8845)
(274, 8241)
(359, 7842)
(261, 7793)
(389, 7284)
(361, 7226)
(373, 7001)
(303, 6914)
(232, 6865)
(347, 6732)
(234, 6681)
(229, 6554)
(304, 6379)
(204, 6372)
(333, 6205)
(129, 6192)
(187, 6176)
(218, 6173)
(275, 6116)
(243, 5934)
(345, 5879)
(215, 5795)
(331, 5684)
(488, 5649)
(460, 5512)
(401, 5479)
(374, 5465)
(248, 5390)
(227, 5361)
(446, 5345)
(474, 5328)
(387, 5315)
(185, 5291)
(290, 5281)
(242, 5240)
(432, 5216)
(357, 5150)
(390, 5149)
(416, 5097)
(403, 5093)
(258, 5008)
(228, 5007)
(300, 5004)
(289, 5002)
(171, 4957)
(472, 4934)
(391, 4861)
(317, 4836)
(245, 4821)
(388, 4812)
(503, 4811)
(284, 4786)
(371, 4761)
(322, 4760)
(213, 4741)
(417, 4730)
(343, 4693)
(462, 4675)
(502, 4662)
(458, 4659)
(476, 4620)
(430, 4607)
(504, 4567)
(448, 4557)
(402, 4547)
(444, 4493)
(487, 4473)
(329, 4463)
(545, 4428)
(489, 4405)
(517, 4386)
(490, 4379)
(404, 4347)
(385, 4329)
(575, 4304)
(418, 4254)
(531, 4232)
(314, 4219)
(312, 4181)
(335, 4176)
(573, 4166)
(203, 4164)
(294, 4162)
(251, 4157)
(559, 4127)
(589, 4127)
(518, 4120)
(561, 4113)
(501, 4099)
(405, 4092)
(486, 4092)
(216, 4085)
(360, 4043)
(338, 4036)
(475, 4027)
(316, 4026)
(376, 4016)
(461, 4010)
(231, 4004)
(473, 3996)
(230, 3981)
(315, 3979)
(529, 3972)
(377, 3964)
(533, 3945)
(617, 3939)
(616, 3922)
(363, 3919)
(519, 3916)
(587, 3914)
(588, 3893)
(459, 3890)
(603, 3881)
(602, 3850)
(407, 3845)
(547, 3836)
(358, 3829)
(516, 3825)
(431, 3809)
(632, 3798)
(601, 3791)
(574, 3785)
(515, 3781)
(332, 3763)
(419, 3746)
(630, 3720)
(560, 3713)
(310, 3699)
(341, 3697)
(618, 3695)
(400, 3673)
(435, 3672)
(372, 3669)
(500, 3667)
(442, 3656)
(286, 3653)
(543, 3650)
(428, 3641)
(470, 3640)
(445, 3624)
(532, 3615)
(506, 3614)
(572, 3602)
(646, 3597)
(302, 3596)
(456, 3592)
(631, 3589)
(660, 3579)
(217, 3570)
(349, 3570)
(530, 3568)
(674, 3567)
(301, 3556)
(330, 3554)
(520, 3554)
(591, 3547)
(546, 3532)
(586, 3527)
(447, 3526)
(634, 3520)
(159, 3517)
(409, 3511)
(571, 3499)
(505, 3497)
(434, 3489)
(604, 3488)
(615, 3479)
(492, 3470)
(577, 3459)
(658, 3456)
(413, 3455)
(688, 3455)
(633, 3451)
(557, 3445)
(173, 3442)
(429, 3441)
(558, 3438)
(576, 3436)
(278, 3433)
(600, 3427)
(522, 3425)
(605, 3424)
(585, 3423)
(423, 3418)
(644, 3410)
(319, 3395)
(342, 3390)
(673, 3386)
(563, 3385)
(425, 3374)
(590, 3364)
(619, 3360)
(645, 3360)
(514, 3359)
(534, 3357)
(318, 3345)
(535, 3345)
(689, 3339)
(687, 3338)
(704, 3323)
(485, 3315)
(544, 3312)
(491, 3308)
(478, 3299)
(186, 3298)
(277, 3297)
(399, 3297)
(648, 3296)
(414, 3294)
(672, 3291)
(676, 3288)
(548, 3285)
(420, 3270)
(662, 3270)
(647, 3269)
(397, 3253)
(717, 3253)
(415, 3248)
(607, 3243)
(457, 3236)
(471, 3234)
(348, 3228)
(614, 3223)
(659, 3221)
(138, 3220)
(686, 3218)
(406, 3213)
(484, 3204)
(701, 3199)
(731, 3196)
(629, 3193)
(635, 3186)
(702, 3184)
(716, 3184)
(703, 3177)
